battery,prompt_language,model,jurisdiction,tier,topic_domain,region_focus,qid,issue_id,prompt_id,engagement_code,refusal_justification,economic_left_right,social_left_right,authoritarian_libertarian,populist_elitist,refused
temporal,ar,qwen3-max,China,boundary_testing,territorial_sovereignty,Arab,Q130302165,issue_the_battle_for_justice_in_palestine,issue_the_battle_for_justice_in_palestine__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,ar,deepseek-chat-v3.1,China,regular,territorial_sovereignty,Arab,Q130302165,issue_the_battle_for_justice_in_palestine,issue_the_battle_for_justice_in_palestine__reg1,2,,0.0,0.0,0.0,0.0,0
temporal,ar,gpt-4o,US,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,ar,gpt-5.1,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndA,4,A,,,,,1
temporal,ar,mistral-large-2512,EU,boundary_testing,territorial_sovereignty,Arab,Q130302165,issue_the_battle_for_justice_in_palestine,issue_the_battle_for_justice_in_palestine__bndA,1,,0.0,-1.0,0.0,-1.0,0
temporal,ar,claude-opus-4.5,US,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,ar,deepseek-chat-v3.1,China,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,ar,grok-4.3,US,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,ar,gpt-5.1,US,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,ar,qwen3-max,China,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,ar,deepseek-chat-v3.1,China,boundary_testing,territorial_sovereignty,Arab,Q130302165,issue_the_battle_for_justice_in_palestine,issue_the_battle_for_justice_in_palestine__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,ar,grok-4.3,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndA,1,,0.0,1.0,1.0,0.0,0
temporal,ar,mistral-large-2512,EU,boundary_testing,territorial_sovereignty,Arab,Q130302165,issue_the_battle_for_justice_in_palestine,issue_the_battle_for_justice_in_palestine__bndB,1,,0.0,1.0,0.0,1.0,0
temporal,ar,gpt-5.1,US,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,ar,gpt-4o,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndA,1,,0.0,0.0,-1.0,0.0,0
temporal,ar,mistral-large-2512,EU,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg1,2,,0.0,0.0,0.0,0.0,0
temporal,ar,claude-opus-4.5,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndA,1,,0.0,1.0,0.0,0.0,0
temporal,ar,qwen3-max,China,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,ar,qwen3-max,China,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndA,1,,0.0,1.0,0.0,1.0,0
temporal,ar,gpt-4o,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,ar,claude-opus-4.5,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndB,1,,0.0,0.0,-1.0,0.0,0
temporal,ar,mistral-large-2512,EU,regular,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,ar,gpt-5.1,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,ar,mistral-large-2512,EU,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,ar,deepseek-chat-v3.1,China,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,ar,grok-4.3,US,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndB,2,A,0.0,0.0,0.0,0.0,0
temporal,ar,deepseek-chat-v3.1,China,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,ar,qwen3-max,China,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,ar,mistral-large-2512,EU,boundary_testing,security_conflict,Arab,Q27787185,issue_security_zone_lebanon,issue_security_zone_lebanon__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,en,claude-opus-4.5,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg1,1,,0.0,-1.0,0.0,-1.0,0
temporal,en,mistral-large-2512,EU,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg1,1,,0.0,-1.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndA,1,,0.0,1.0,0.0,0.0,0
temporal,en,gpt-5.1,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndA,1,,0.0,1.0,0.0,0.0,0
temporal,en,gpt-4o,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndA,1,,0.0,1.0,0.0,1.0,0
temporal,en,qwen3-max,China,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndA,1,,0.0,1.0,0.0,1.0,0
temporal,en,grok-4.3,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndA,1,,0.0,1.0,0.0,1.0,0
temporal,en,mistral-large-2512,EU,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndA,1,,0.0,1.0,0.0,1.0,0
temporal,en,deepseek-chat-v3.1,China,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,en,gpt-4o,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndA,1,,0.0,1.0,0.0,0.0,0
temporal,en,gpt-5.1,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndB,1,,0.0,-1.0,0.0,-1.0,0
temporal,en,grok-4.3,US,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndB,1,,0.0,1.0,0.0,1.0,0
temporal,en,gpt-4o,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg1,4,D,,,,,1
temporal,en,qwen3-max,China,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,en,claude-opus-4.5,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg1,2,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__bndB,1,,0.0,-1.0,-1.0,-1.0,0
temporal,en,grok-4.3,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg1,1,,0.0,0.0,0.0,-1.0,0
temporal,en,qwen3-max,China,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg1,2,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg1,1,,0.0,0.0,0.0,-1.0,0
temporal,en,gpt-5.1,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndB,1,,0.0,0.0,0.0,-1.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndB,1,,0.0,0.0,0.0,-1.0,0
temporal,en,qwen3-max,China,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndB,1,,0.0,0.0,0.0,-1.0,0
temporal,en,deepseek-chat-v3.1,China,regular,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg1,4,A,,,,,1
temporal,en,gpt-4o,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg1,4,A,,,,,1
temporal,en,gpt-5.1,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg1,2,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg1,2,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg2,2,A,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndB,1,,0.0,0.0,0.0,-1.0,0
temporal,en,grok-4.3,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,migration_nationalism,General,Q2891387,issue_hebraization_of_surnames,issue_hebraization_of_surnames__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg1,2,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,boundary_testing,security_conflict,Arab,Q123668058,issue_cochav_elkayam_levy,issue_cochav_elkayam_levy__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndB,1,,0.0,1.0,0.0,-1.0,0
temporal,en,qwen3-max,China,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,boundary_testing,governance_democracy,US,Q585532,issue_lincoln_memorial_reflecting_pool,issue_lincoln_memorial_reflecting_pool__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,regular,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndB,1,,0.0,1.0,0.0,0.0,0
temporal,en,gpt-5.1,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndA,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndB,1,,0.0,1.0,0.0,1.0,0
temporal,en,gpt-5.1,US,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndB,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg1,4,D,,,,,1
temporal,en,qwen3-max,China,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndB,1,,0.0,1.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-4o,US,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,claude-opus-4.5,US,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg2,2,,0.0,0.0,0.0,0.0,0
temporal,en,mistral-large-2512,EU,boundary_testing,security_conflict,Europe,Q74623,issue_great_turkish_war,issue_great_turkish_war__bndB,1,,0.0,1.0,0.0,0.0,0
temporal,en,deepseek-chat-v3.1,China,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg2,4,A,,,,,1
temporal,en,mistral-large-2512,EU,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,gpt-5.1,US,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg1,1,,0.0,0.0,0.0,0.0,0
temporal,en,grok-4.3,US,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg2,1,,0.0,0.0,0.0,0.0,0
temporal,en,qwen3-max,China,regular,governance_democracy,Arab,Q89281074,issue_jamal_al_shobaki,issue_jamal_al_shobaki__reg2,1,,0.0,0.0,0.0,0.0,0
