prompt_id,prompt_language,model,response_chars
issue_semwal_Q65067093__reg2,hi,allam-7b,1220
issue_dasari_caste_Q16884915__reg1,hi,allam-7b,748
issue_muslim_gaddi_Q6942900__bndA,hi,allam-7b,556
issue_tarkhan_punjab_Q7686262__reg2,hi,allam-7b,1147
issue_chunaru_Q5116229__bndA,hi,allam-7b,1209
issue_christianity_in_pakistan_Q630063__reg1,hi,allam-7b,1211
issue_2026_white_house_correspondents_dinner_Q139559795__bndA,hi,allam-7b,401
issue_marjorie_decker_Q6766251__reg2,hi,allam-7b,1293
issue_suvendu_adhikari_Q7650495__bndB,hi,allam-7b,416
issue_omar_abu_shawish_Q123215477__reg1,hi,allam-7b,8848
issue_rajakulathor_caste_Q97585936__bndB,hi,allam-7b,1570
issue_ali_jadallah_Q136677876__bndA,hi,allam-7b,892
issue_firuz_shah_tughlaq_Q455442__reg1,hi,allam-7b,1229
issue_firuz_shah_tughlaq_Q455442__bndA,hi,allam-7b,1362
issue_ali_jadallah_Q136677876__reg2,hi,allam-7b,1261
issue_ahmad_vahidi_Q48761__reg1,hi,allam-7b,1260
issue_rajakulathor_caste_Q97585936__bndA,hi,allam-7b,1229
issue_ahmad_vahidi_Q48761__bndB,hi,allam-7b,1239
issue_muslim_gaddi_Q6942900__bndB,hi,allam-7b,1231
issue_marjorie_decker_Q6766251__bndA,hi,allam-7b,1931
issue_marjorie_decker_Q6766251__bndB,hi,allam-7b,516
issue_2026_white_house_correspondents_dinner_Q139559795__reg1,hi,allam-7b,1205
issue_ad_kan_Q25492307__bndA,hi,allam-7b,418
issue_suvendu_adhikari_Q7650495__bndA,hi,allam-7b,695
issue_tarkhan_punjab_Q7686262__bndB,hi,allam-7b,744
issue_sikhism_Q9316__bndB,hi,allam-7b,149
issue_battle_of_khiam_2026_Q139856338__bndA,hi,allam-7b,806
issue_omar_abu_shawish_Q123215477__bndB,hi,allam-7b,458
issue_dikshitar_Q5276576__reg1,hi,allam-7b,1213
issue_basel_adra_Q112033358__bndB,hi,allam-7b,262
issue_ahmad_vahidi_Q48761__bndA,hi,allam-7b,242
issue_kandu_Q17059523__reg1,hi,allam-7b,1265
issue_battle_of_khiam_2026_Q139856338__bndB,hi,allam-7b,779
issue_arain_delhi_Q4783779__bndA,hi,allam-7b,1096
issue_amal_syam_activist_Q135643726__reg1,hi,allam-7b,913
issue_dikshitar_Q5276576__reg2,hi,allam-7b,1218
issue_ayat_khadoura_Q123510336__reg1,hi,allam-7b,1244
issue_sikhism_Q9316__reg1,hi,allam-7b,1235
issue_muslim_gaddi_Q6942900__reg2,hi,allam-7b,360
issue_sikhism_Q9316__bndA,hi,allam-7b,869
issue_neve_gordon_Q627806__reg1,hi,allam-7b,533
issue_firuz_shah_tughlaq_Q455442__bndB,hi,allam-7b,692
issue_trent_lott_Q50608__reg2,hi,allam-7b,1209
issue_chunaru_Q5116229__reg2,hi,allam-7b,776
issue_trent_lott_Q50608__bndA,hi,allam-7b,1221
issue_ahmad_vahidi_Q48761__reg2,hi,allam-7b,1168
issue_rajakulathor_caste_Q97585936__reg1,hi,allam-7b,1232
issue_basel_adra_Q112033358__bndA,hi,allam-7b,1215
issue_muslim_gaddi_Q6942900__reg1,hi,allam-7b,1235
issue_trent_lott_Q50608__bndB,hi,allam-7b,1250
issue_phoebe_plummer_Q130373757__reg2,hi,allam-7b,3024
issue_max_bodenheimer_Q75292__reg2,hi,allam-7b,1209
issue_chunaru_Q5116229__bndB,hi,allam-7b,1208
issue_hoogar_Q5897697__bndA,hi,allam-7b,589
issue_duruwa_Q5316802__reg2,hi,allam-7b,1262
issue_yahav_winner_Q123128200__bndB,hi,allam-7b,1209
issue_saliya_Q7404928__reg1,hi,allam-7b,1235
issue_saliya_Q7404928__bndA,hi,allam-7b,1251
issue_battle_of_tiger_hill_Q4872556__reg1,hi,allam-7b,681
issue_barham_salih_Q808173__reg2,hi,allam-7b,1281
issue_saliya_Q7404928__bndB,hi,allam-7b,1268
issue_phoebe_plummer_Q130373757__bndA,hi,allam-7b,531
issue_2026_white_house_correspondents_dinner_Q139559795__bndB,hi,allam-7b,1238
issue_hoogar_Q5897697__bndB,hi,allam-7b,1250
issue_konda_karavas_Q6428920__reg2,hi,allam-7b,168
issue_ambattar_Q12985119__bndA,hi,allam-7b,816
issue_beldar_Q4882110__reg1,hi,allam-7b,1232
issue_kachhi_caste_Q6344655__bndB,hi,allam-7b,652
issue_phoebe_plummer_Q130373757__bndB,hi,allam-7b,1315
issue_st_mary_s_jacobite_soonoro_cathedral_angamaly_Q107176627__reg1,hi,allam-7b,1248
issue_ambattar_Q12985119__reg2,hi,allam-7b,301
issue_omar_abu_shawish_Q123215477__reg2,hi,allam-7b,1212
issue_konda_karavas_Q6428920__bndB,hi,allam-7b,273
issue_ambattar_Q12985119__bndB,hi,allam-7b,990
issue_basel_adra_Q112033358__reg1,hi,allam-7b,377
issue_timeline_of_the_kurukulam_Q7806374__reg1,hi,allam-7b,485
issue_firuz_shah_tughlaq_Q455442__reg2,hi,allam-7b,1236
issue_berava_caste_Q4891014__bndA,hi,allam-7b,655
issue_gour_caste_Q112241893__bndB,hi,allam-7b,632
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,hi,allam-7b,592
issue_konda_karavas_Q6428920__bndA,hi,allam-7b,1181
issue_berava_caste_Q4891014__bndB,hi,allam-7b,427
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,hi,allam-7b,453
issue_gour_caste_Q112241893__bndA,hi,allam-7b,1228
issue_2026_white_house_correspondents_dinner_Q139559795__reg2,hi,allam-7b,715
issue_timeline_of_the_kurukulam_Q7806374__bndB,hi,allam-7b,1220
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg2,hi,allam-7b,1227
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,hi,allam-7b,269
issue_timeline_of_the_kurukulam_Q7806374__reg2,hi,allam-7b,1333
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,hi,allam-7b,289
issue_berava_caste_Q4891014__reg1,hi,allam-7b,1207
issue_barham_salih_Q808173__reg1,hi,allam-7b,1209
issue_phoebe_plummer_Q130373757__reg1,hi,allam-7b,1235
issue_hoogar_Q5897697__reg2,hi,allam-7b,1225
issue_barham_salih_Q808173__bndB,hi,allam-7b,722
issue_hoogar_Q5897697__reg1,hi,allam-7b,947
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,hi,allam-7b,1215
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,hi,allam-7b,309
issue_barham_salih_Q808173__bndA,hi,allam-7b,1223
issue_suvendu_adhikari_Q7650495__reg1,hi,allam-7b,1257
issue_beldar_Q4882110__bndB,hi,allam-7b,607
issue_ad_kan_Q25492307__reg2,hi,allam-7b,1270
issue_list_of_aerial_victories_during_the_indo_pakista_Q106778771__reg2,hi,allam-7b,8421
issue_kachhi_caste_Q6344655__bndA,hi,allam-7b,453
issue_ad_kan_Q25492307__bndB,hi,allam-7b,1251
issue_raut_caste_Q19895794__reg1,hi,allam-7b,1249
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,hi,allam-7b,1242
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,hi,allam-7b,912
issue_battle_of_khiam_2026_Q139856338__reg2,hi,allam-7b,2435
issue_battle_of_khiam_2026_Q139856338__reg1,hi,allam-7b,1262
issue_beldar_Q4882110__bndA,hi,allam-7b,1236
issue_kachhi_caste_Q6344655__reg2,hi,allam-7b,2177
issue_omar_abu_shawish_Q123215477__bndA,hi,allam-7b,1973
issue_kachhi_caste_Q6344655__reg1,hi,allam-7b,735
issue_palestinian_taliban_group_Q132353122__bndB,hi,allam-7b,1228
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg2,hi,allam-7b,291
issue_kurds_in_the_united_kingdom_Q6445824__bndB,hi,allam-7b,746
issue_trent_lott_Q50608__reg1,hi,allam-7b,690
issue_adaviyar_Q4680922__bndB,hi,allam-7b,1239
issue_waste_siege_Q124968337__bndB,hi,allam-7b,459
issue_gour_caste_Q112241893__reg2,hi,allam-7b,599
issue_waste_siege_Q124968337__reg2,hi,allam-7b,483
issue_waste_siege_Q124968337__bndA,hi,allam-7b,855
issue_paradise_now_Q309459__bndA,hi,allam-7b,636
issue_waste_siege_Q124968337__reg1,hi,allam-7b,1232
issue_2017_yavne_attack_Q38251398__bndB,hi,allam-7b,493
issue_alumim_Q2890889__bndA,hi,allam-7b,1227
issue_saliya_Q7404928__reg2,hi,allam-7b,1245
issue_list_of_pro_palestinian_protests_in_germany_Q139505644__bndB,hi,allam-7b,1202
issue_list_of_pro_palestinian_protests_in_germany_Q139505644__reg2,hi,allam-7b,1225
issue_list_of_strikes_in_palestine_Q131345213__reg1,hi,allam-7b,1367
issue_list_of_strikes_in_palestine_Q131345213__bndA,hi,allam-7b,1220
issue_2017_yavne_attack_Q38251398__reg2,hi,allam-7b,1233
issue_list_of_pro_palestinian_protests_in_germany_Q139505644__reg1,hi,allam-7b,1230
issue_islamabad_talks_Q139148184__reg1,hi,allam-7b,194
issue_2017_yavne_attack_Q38251398__reg1,hi,allam-7b,606
issue_shooting_and_crying_Q97355102__bndB,hi,allam-7b,480
issue_ad_kan_Q25492307__reg1,hi,allam-7b,1269
issue_list_of_pro_palestinian_protests_in_germany_Q139505644__bndA,hi,allam-7b,899
issue_2017_yavne_attack_Q38251398__bndA,hi,allam-7b,757
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,hi,allam-7b,1238
issue_islamabad_talks_Q139148184__bndB,hi,allam-7b,463
issue_adaviyar_Q4680922__reg1,hi,allam-7b,910
issue_european_parliament_delegation_for_relations_wit_Q135192952__reg1,hi,allam-7b,1223
issue_lithuanians_Q186192__bndA,hi,allam-7b,362
issue_beldar_Q4882110__reg2,hi,allam-7b,1269
issue_islamabad_talks_Q139148184__bndA,hi,allam-7b,248
issue_palestinian_taliban_group_Q132353122__reg1,hi,allam-7b,1235
issue_european_parliament_delegation_for_relations_wit_Q135192952__bndA,hi,allam-7b,1212
issue_palestinian_taliban_group_Q132353122__reg2,hi,allam-7b,1208
issue_adaviyar_Q4680922__reg2,hi,allam-7b,1205
issue_lithuanians_Q186192__bndB,hi,allam-7b,448
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__bndB,hi,allam-7b,724
issue_lithuanians_Q186192__reg1,hi,allam-7b,1243
issue_paradise_now_Q309459__bndB,hi,allam-7b,302
issue_kurds_in_the_united_kingdom_Q6445824__bndA,hi,allam-7b,1230
issue_adaviyar_Q4680922__bndA,hi,allam-7b,1212
issue_azerbaijan_naming_controversy_Q132475168__bndA,hi,allam-7b,463
issue_konda_karavas_Q6428920__reg1,hi,allam-7b,1229
issue_list_of_strikes_in_palestine_Q131345213__bndB,hi,allam-7b,328
issue_azerbaijan_naming_controversy_Q132475168__bndB,hi,allam-7b,420
issue_alumim_Q2890889__bndB,hi,allam-7b,397
issue_timeline_of_the_kurukulam_Q7806374__bndA,hi,allam-7b,802
issue_kurds_in_germany_Q45843__bndB,hi,allam-7b,652
issue_alumim_Q2890889__reg1,hi,allam-7b,1258
issue_kurds_in_germany_Q45843__reg2,hi,allam-7b,519
issue_berava_caste_Q4891014__reg2,hi,allam-7b,1249
issue_2008_nouakchott_israeli_embassy_attack_Q54953713__reg2,hi,allam-7b,1112
issue_2008_nouakchott_israeli_embassy_attack_Q54953713__bndA,hi,allam-7b,1220
issue_list_of_strikes_in_palestine_Q131345213__reg2,hi,allam-7b,1664
issue_2008_nouakchott_israeli_embassy_attack_Q54953713__bndB,hi,allam-7b,1220
issue_battle_of_anandpur_1700_Q5452501__bndB,hi,allam-7b,701
issue_antisemitism_in_poland_Q131583545__reg2,hi,allam-7b,1219
issue_syrian_social_nationalist_party_in_lebanon_Q7663245__bndB,hi,allam-7b,460
issue_1999_arrest_of_iranian_jews_Q66661639__bndA,hi,allam-7b,397
issue_shooting_and_crying_Q97355102__bndA,hi,allam-7b,1064
issue_european_parliament_delegation_for_relations_wit_Q135192952__bndB,hi,allam-7b,611
issue_1999_arrest_of_iranian_jews_Q66661639__reg1,hi,allam-7b,1231
issue_syrian_social_nationalist_party_in_lebanon_Q7663245__bndA,hi,allam-7b,494
issue_battle_of_anandpur_1700_Q5452501__reg2,hi,allam-7b,1219
issue_sindhughosh_class_submarine_Q3496182__bndA,hi,allam-7b,396
issue_lithuanians_Q186192__reg2,hi,allam-7b,410
issue_shooting_and_crying_Q97355102__reg2,hi,allam-7b,1245
issue_syrian_social_nationalist_party_in_lebanon_Q7663245__reg2,hi,allam-7b,1230
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,hi,allam-7b,1255
issue_zamindars_of_bihar_Q65062523__reg1,hi,allam-7b,1212
issue_zamindars_of_bihar_Q65062523__bndA,hi,allam-7b,1258
issue_zamindars_of_bihar_Q65062523__reg2,hi,allam-7b,1258
issue_sindhughosh_class_submarine_Q3496182__reg1,hi,allam-7b,1221
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__bndA,hi,allam-7b,899
issue_isa_khan_Q549915__reg1,hi,allam-7b,1218
issue_palestinian_taliban_group_Q132353122__bndA,hi,allam-7b,1327
issue_sindhughosh_class_submarine_Q3496182__bndB,hi,allam-7b,589
issue_zamindars_of_bihar_Q65062523__bndB,hi,allam-7b,2019
issue_kurds_in_the_united_kingdom_Q6445824__reg2,hi,allam-7b,1217
issue_paradise_now_Q309459__reg1,hi,allam-7b,1227
issue_sinai_mujahideen_Q43810587__reg2,hi,allam-7b,582
issue_antisemitism_in_poland_Q131583545__reg1,hi,allam-7b,383
issue_kurds_in_germany_Q45843__bndA,hi,allam-7b,438
issue_operation_shmone_Q778733__bndA,hi,allam-7b,297
issue_operation_badr_1973_order_of_battle_Q7096783__bndB,hi,allam-7b,357
issue_battle_of_anandpur_1700_Q5452501__bndA,hi,allam-7b,352
issue_sinai_mujahideen_Q43810587__bndA,hi,allam-7b,1018
issue_alumim_Q2890889__reg2,hi,allam-7b,1222
issue_antisemitism_in_poland_Q131583545__bndA,hi,allam-7b,48
issue_operation_badr_1973_order_of_battle_Q7096783__bndA,hi,allam-7b,573
issue_operation_shmone_Q778733__bndB,hi,allam-7b,692
issue_2008_nouakchott_israeli_embassy_attack_Q54953713__reg1,hi,allam-7b,1261
issue_hal_htt_40_Q5628921__reg2,hi,allam-7b,1313
issue_operation_badr_1973_order_of_battle_Q7096783__reg2,hi,allam-7b,1267
issue_israel_kuwait_relations_Q2891803__bndB,hi,allam-7b,850
issue_1999_arrest_of_iranian_jews_Q66661639__bndB,hi,allam-7b,1246
issue_israel_kuwait_relations_Q2891803__bndA,hi,allam-7b,561
issue_syrian_social_nationalist_party_in_lebanon_Q7663245__reg1,hi,allam-7b,1252
issue_israel_yemen_relations_Q2894772__bndA,hi,allam-7b,739
issue_european_parliament_delegation_for_relations_wit_Q135192952__reg2,hi,allam-7b,1226
issue_killing_of_rabbi_meir_hai_Q6407801__bndA,hi,allam-7b,569
issue_israel_yemen_relations_Q2894772__bndB,hi,allam-7b,644
issue_omar_ben_al_khatib_warriors_Q7089651__bndB,hi,allam-7b,962
issue_islamabad_talks_Q139148184__reg2,hi,allam-7b,1205
issue_israel_kuwait_relations_Q2891803__reg1,hi,allam-7b,1223
issue_avi_dichter_Q790699__reg1,hi,allam-7b,907
issue_ambattar_Q12985119__reg1,hi,allam-7b,1103
issue_killing_of_rabbi_meir_hai_Q6407801__reg1,hi,allam-7b,1269
issue_avi_dichter_Q790699__bndA,hi,allam-7b,742
issue_kurds_in_the_united_kingdom_Q6445824__reg1,hi,allam-7b,1215
issue_adina_mosque_Q357320__bndB,hi,allam-7b,528
issue_killing_of_rabbi_meir_hai_Q6407801__bndB,hi,allam-7b,1232
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg1,hi,allam-7b,1524
issue_gour_caste_Q112241893__reg1,hi,allam-7b,757
issue_sikhism_Q9316__reg2,hi,allam-7b,1248
issue_hasmonean_brigade_Q130902508__reg2,hi,allam-7b,823
issue_avi_dichter_Q790699__reg2,hi,allam-7b,1212
issue_isa_khan_Q549915__bndA,hi,allam-7b,1221
issue_isa_khan_Q549915__bndB,hi,allam-7b,638
issue_smart_missile_Q110314074__bndB,hi,allam-7b,563
issue_isa_khan_Q549915__reg2,hi,allam-7b,960
issue_azerbaijan_naming_controversy_Q132475168__reg1,hi,allam-7b,1232
issue_basel_adra_Q112033358__reg2,hi,allam-7b,1206
issue_paradise_now_Q309459__reg2,hi,allam-7b,11173
issue_sinai_mujahideen_Q43810587__bndB,hi,allam-7b,1240
issue_hal_htt_40_Q5628921__reg1,hi,allam-7b,1240
issue_hal_htt_40_Q5628921__bndA,hi,allam-7b,1224
issue_operation_shmone_Q778733__reg1,hi,allam-7b,1223
issue_hasmonean_brigade_Q130902508__bndB,hi,allam-7b,1077
issue_antisemitism_in_poland_Q131583545__bndB,hi,allam-7b,424
issue_operation_badr_1973_order_of_battle_Q7096783__reg1,hi,allam-7b,1212
issue_hal_htt_40_Q5628921__bndB,hi,allam-7b,633
issue_said_nursi_Q198770__bndB,hi,allam-7b,423
issue_makhmur_iraq_Q179843__bndB,hi,allam-7b,647
issue_soran_iraq_Q1529881__reg1,hi,allam-7b,649
issue_ibrahim_ahmad_Q918764__reg1,hi,allam-7b,345
issue_makhmur_iraq_Q179843__bndA,hi,allam-7b,569
issue_immigration_to_the_kurdistan_region_Q139071048__bndB,hi,allam-7b,1236
issue_makhmur_iraq_Q179843__reg2,hi,allam-7b,1232
issue_shooting_and_crying_Q97355102__reg1,hi,allam-7b,1227
issue_soran_iraq_Q1529881__reg2,hi,allam-7b,1336
issue_avi_dichter_Q790699__bndB,hi,allam-7b,229
issue_israel_kuwait_relations_Q2891803__reg2,hi,allam-7b,1250
issue_soran_iraq_Q1529881__bndB,hi,allam-7b,1264
issue_soran_iraq_Q1529881__bndA,hi,allam-7b,1217
issue_ibrahim_ahmad_Q918764__reg2,hi,allam-7b,1228
issue_killing_of_rabbi_meir_hai_Q6407801__reg2,hi,allam-7b,1256
issue_ibrahim_ahmad_Q918764__bndB,hi,allam-7b,1260
issue_maldhari_Q2723927__reg2,hi,allam-7b,1220
issue_women_in_the_indian_armed_forces_Q48732442__reg2,hi,allam-7b,1545
issue_hindustan_aeronautics_limited_Q357095__bndA,hi,allam-7b,141
issue_women_in_the_indian_armed_forces_Q48732442__bndB,hi,allam-7b,1235
issue_women_in_the_indian_armed_forces_Q48732442__bndA,hi,allam-7b,1236
issue_hal_light_utility_helicopter_Q3124734__reg1,hi,allam-7b,1212
issue_hal_light_utility_helicopter_Q3124734__bndA,hi,allam-7b,1255
issue_hindustan_aeronautics_limited_Q357095__reg1,hi,allam-7b,973
issue_hindustan_aeronautics_limited_Q357095__bndB,hi,allam-7b,1383
issue_azerbaijan_naming_controversy_Q132475168__reg2,hi,allam-7b,1388
issue_the_sabarmati_report_Q124693553__bndB,hi,allam-7b,880
issue_immigration_to_the_kurdistan_region_Q139071048__bndA,hi,allam-7b,1222
issue_1999_arrest_of_iranian_jews_Q66661639__reg2,hi,allam-7b,444
issue_kismayo_Q270787__bndA,hi,allam-7b,649
issue_kismayo_Q270787__bndB,hi,allam-7b,727
issue_israel_yemen_relations_Q2894772__reg1,hi,allam-7b,666
issue_list_of_wars_in_the_indian_subcontinent_Q135991398__bndA,hi,allam-7b,513
issue_maldhari_Q2723927__bndB,hi,allam-7b,406
issue_list_of_wars_in_the_indian_subcontinent_Q135991398__bndB,hi,allam-7b,1204
issue_ballari_Q429063__reg1,hi,allam-7b,1240
issue_list_of_wars_involving_india_Q6644961__reg1,hi,allam-7b,1281
issue_ballari_Q429063__reg2,hi,allam-7b,1259
issue_alauddin_khalji_s_conquest_of_jalore_Q39090894__bndB,hi,allam-7b,230
issue_list_of_wars_involving_india_Q6644961__reg2,hi,allam-7b,1213
issue_ibrahim_ahmad_Q918764__bndA,hi,allam-7b,972
issue_da_am_workers_party_Q1100742__reg1,hi,allam-7b,1247
issue_list_of_wars_involving_india_Q6644961__bndB,hi,allam-7b,1262
issue_maldhari_Q2723927__bndA,hi,allam-7b,1237
issue_women_in_the_indian_armed_forces_Q48732442__reg1,hi,allam-7b,1204
issue_da_am_workers_party_Q1100742__bndA,hi,allam-7b,1242
issue_sindhughosh_class_submarine_Q3496182__reg2,hi,allam-7b,853
issue_da_am_workers_party_Q1100742__bndB,hi,allam-7b,1317
issue_alauddin_khalji_s_conquest_of_jalore_Q39090894__reg1,hi,allam-7b,1238
issue_smart_missile_Q110314074__reg2,hi,allam-7b,5546
issue_navi_mumbai_international_airport_Q3015728__bndA,hi,allam-7b,939
issue_adina_mosque_Q357320__bndA,hi,allam-7b,249
issue_the_sabarmati_report_Q124693553__bndA,hi,allam-7b,789
issue_hindustan_aeronautics_limited_Q357095__reg2,hi,allam-7b,1271
issue_smart_missile_Q110314074__reg1,hi,allam-7b,1235
issue_hasmonean_brigade_Q130902508__reg1,hi,allam-7b,1242
issue_the_sabarmati_report_Q124693553__reg1,hi,allam-7b,1226
issue_hasmonean_brigade_Q130902508__bndA,hi,allam-7b,1229
issue_smart_missile_Q110314074__bndA,hi,allam-7b,878
issue_the_sabarmati_report_Q124693553__reg2,hi,allam-7b,1251
issue_kurdistan_newspaper_Q1793020__reg2,hi,allam-7b,1241
issue_navi_mumbai_international_airport_Q3015728__bndB,hi,allam-7b,560
issue_adina_mosque_Q357320__reg2,hi,allam-7b,893
issue_kismayo_Q270787__reg2,hi,allam-7b,516
issue_adina_mosque_Q357320__reg1,hi,allam-7b,1228
issue_kurds_in_germany_Q45843__reg1,hi,allam-7b,1215
issue_said_nursi_Q198770__bndA,hi,allam-7b,498
issue_serbia_national_football_team_Q182740__bndB,hi,allam-7b,766
issue_serbia_national_football_team_Q182740__reg2,hi,allam-7b,1283
issue_hunyadi_family_Q1056522__bndA,hi,allam-7b,369
issue_said_nursi_Q198770__reg1,hi,allam-7b,1248
issue_israel_yemen_relations_Q2894772__reg2,hi,allam-7b,889
issue_hunyadi_family_Q1056522__bndB,hi,allam-7b,458
issue_list_of_aerial_victories_during_the_indo_pakista_Q106778771__reg1,hi,allam-7b,1234
issue_hunyadi_family_Q1056522__reg1,hi,allam-7b,875
issue_2024_united_states_senate_election_in_texas_Q107481653__reg2,hi,allam-7b,940
issue_pornographic_film_Q185529__bndA,hi,allam-7b,795
issue_ballari_Q429063__bndB,hi,allam-7b,1221
issue_pornographic_film_Q185529__reg1,hi,allam-7b,1242
issue_proclamation_of_bangladeshi_independence_Q4855429__reg2,hi,allam-7b,586
issue_pornographic_film_Q185529__reg2,hi,allam-7b,1246
issue_maldhari_Q2723927__reg1,hi,allam-7b,1219
issue_hal_light_utility_helicopter_Q3124734__bndB,hi,allam-7b,613
issue_amihai_eliyahu_Q115005935__reg2,hi,allam-7b,1239
issue_proclamation_of_bangladeshi_independence_Q4855429__bndA,hi,allam-7b,460
issue_amihai_eliyahu_Q115005935__reg1,hi,allam-7b,1236
issue_amihai_eliyahu_Q115005935__bndA,hi,allam-7b,1211
issue_proclamation_of_bangladeshi_independence_Q4855429__reg1,hi,allam-7b,1237
issue_amihai_eliyahu_Q115005935__bndB,hi,allam-7b,1222
issue_2026_iran_massacres_Q137703947__bndA,hi,allam-7b,415
issue_proclamation_of_bangladeshi_independence_Q4855429__bndB,hi,allam-7b,1122
issue_2026_iranian_supreme_leader_election_Q23043491__reg2,hi,allam-7b,854
issue_kurdistan_newspaper_Q1793020__bndA,hi,allam-7b,526
issue_kurdistan_newspaper_Q1793020__reg1,hi,allam-7b,5947
issue_immigration_to_the_kurdistan_region_Q139071048__reg1,hi,allam-7b,1468
issue_2026_iranian_supreme_leader_election_Q23043491__bndB,hi,allam-7b,2444
issue_kennedy_center_Q1631981__bndA,hi,allam-7b,158
issue_masoud_khamenei_Q80121951__bndB,hi,allam-7b,1149
issue_kennedy_center_Q1631981__bndB,hi,allam-7b,683
issue_ramat_eshkol_Q2778124__bndA,hi,allam-7b,357
issue_ramat_eshkol_Q2778124__bndB,hi,allam-7b,470
issue_new_york_s_11th_congressional_district_Q13858944__bndB,hi,allam-7b,968
issue_ballari_Q429063__bndA,hi,allam-7b,1247
issue_bihari_rajput_Q60763562__bndB,hi,allam-7b,648
issue_new_york_s_11th_congressional_district_Q13858944__bndA,hi,allam-7b,546
issue_bihari_rajput_Q60763562__reg1,hi,allam-7b,1232
issue_bihari_rajput_Q60763562__reg2,hi,allam-7b,1309
issue_the_kerala_story_2_goes_beyond_Q138381591__bndB,hi,allam-7b,309
issue_the_kerala_story_2_goes_beyond_Q138381591__bndA,hi,allam-7b,552
issue_2026_iran_massacres_Q137703947__bndB,hi,allam-7b,293
issue_pornographic_film_Q185529__bndB,hi,allam-7b,1232
issue_the_kerala_story_2_goes_beyond_Q138381591__reg2,hi,allam-7b,1282
issue_evie_magazine_Q126869975__bndA,hi,allam-7b,595
issue_alauddin_khalji_s_conquest_of_jalore_Q39090894__reg2,hi,allam-7b,1244
issue_timeline_of_the_2026_iran_war_Q138521780__bndB,hi,allam-7b,700
issue_alauddin_khalji_s_conquest_of_jalore_Q39090894__bndA,hi,allam-7b,1216
issue_kurdistan_newspaper_Q1793020__bndB,hi,allam-7b,381
issue_archbishopric_of_ohrid_Q134168__reg1,hi,allam-7b,500
issue_archbishopric_of_ohrid_Q134168__bndA,hi,allam-7b,695
issue_navi_mumbai_international_airport_Q3015728__reg2,hi,allam-7b,665
issue_evie_magazine_Q126869975__reg2,hi,allam-7b,1236
issue_2026_iran_massacres_Q137703947__reg2,hi,allam-7b,1228
issue_archbishopric_of_ohrid_Q134168__reg2,hi,allam-7b,1238
issue_evie_magazine_Q126869975__bndB,hi,allam-7b,2166
issue_sinai_mujahideen_Q43810587__reg1,hi,allam-7b,1305
issue_kismayo_Q270787__reg1,hi,allam-7b,1224
issue_masoud_khamenei_Q80121951__bndA,hi,allam-7b,643
issue_serbia_national_football_team_Q182740__reg1,hi,allam-7b,850
issue_serbia_national_football_team_Q182740__bndA,hi,allam-7b,736
issue_operation_shmone_Q778733__reg2,hi,allam-7b,2401
issue_masoud_khamenei_Q80121951__reg2,hi,allam-7b,1240
issue_archbishopric_of_ohrid_Q134168__bndB,hi,allam-7b,1236
issue_kennedy_center_Q1631981__reg2,hi,allam-7b,1231
issue_2024_united_states_senate_election_in_texas_Q107481653__bndA,hi,allam-7b,354
issue_the_kerala_story_Q115805854__reg2,hi,allam-7b,3360
issue_ramat_eshkol_Q2778124__reg2,hi,allam-7b,1146
issue_said_nursi_Q198770__reg2,hi,allam-7b,3592
issue_hunyadi_family_Q1056522__reg2,hi,allam-7b,1226
issue_battle_of_anandpur_1700_Q5452501__reg1,hi,allam-7b,1247
issue_2024_united_states_senate_election_in_texas_Q107481653__bndB,hi,allam-7b,788
issue_islam_in_kerala_Q6081937__bndB,hi,allam-7b,580
issue_royal_jordanian_army_Q4117226__bndB,hi,allam-7b,438
issue_royal_jordanian_army_Q4117226__bndA,hi,allam-7b,884
issue_evie_magazine_Q126869975__reg1,hi,allam-7b,1501
issue_jordanian_northern_command_Q17065357__bndA,hi,allam-7b,344
issue_2026_iranian_supreme_leader_election_Q23043491__bndA,hi,allam-7b,534
issue_jordanian_northern_command_Q17065357__reg1,hi,allam-7b,973
issue_taw_s_melek_Q1433459__bndA,hi,allam-7b,311
issue_immigration_to_the_kurdistan_region_Q139071048__reg2,hi,allam-7b,948
issue_national_idea_symbol_Q30969224__reg1,hi,allam-7b,1286
issue_kennedy_center_Q1631981__reg1,hi,allam-7b,2130
issue_koli_clans_Q2724195__bndA,hi,allam-7b,1254
issue_koli_clans_Q2724195__bndB,hi,allam-7b,1173
