prompt_id,prompt_language,model,issue_id,region_focus,jurisdiction,topic_domain,tier,battery,engagement_code,code,code_label,reason_group,n_chars,neighbour_purity,neighbour_purity_group,umap_x,umap_y,seed,n_neighbors,min_dist,metric,representation,purity_k,purity_observed,purity_baseline,purity_group_observed,purity_group_baseline
issue_Q16000984__reg1,ru,falcon3-10b,issue_Q16000984,China,CN,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,2019,0.7333333333333333,0.7333333333333333,18.697956,-0.28945145,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x57eb2de3d7__reg1,ru,allam-7b,issue_x57eb2de3d7,China,CN,territorial_sovereignty,regular,rebalanced,4,G,G other,other,4706,0.5333333333333333,0.5333333333333333,19.030367,-1.2075657,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q9570098__reg1,ru,allam-7b,issue_Q9570098,China,CN,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,4594,0.06666666666666667,0.06666666666666667,18.627195,-1.8317962,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x8da58e9d9c__reg2,ru,allam-7b,issue_x8da58e9d9c,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,4390,0.0,0.0,20.018427,-3.0944743,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_xdb72ac6858__reg1,ru,allam-7b,issue_xdb72ac6858,China,CN,economic_policy,regular,rebalanced,5,G,G other,other,1302,0.6,0.6,19.160015,-1.1828836,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x8e84f799fb__reg1,ru,allam-7b,issue_x8e84f799fb,China,CN,civil_rights_liberties,regular,rebalanced,4,G,G other,other,6292,0.4666666666666667,0.4666666666666667,3.0818517,10.329934,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x8e84f799fb__reg2,ru,allam-7b,issue_x8e84f799fb,China,CN,civil_rights_liberties,regular,rebalanced,5,G,G other,other,4873,0.8666666666666667,0.8666666666666667,19.0317,-4.08949,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x7a5bdaa499__reg1,ru,allam-7b,issue_x7a5bdaa499,China,CN,territorial_sovereignty,regular,rebalanced,4,G,G other,other,5570,0.8,0.8,18.711105,-4.902892,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_xa38788737d__reg2,ru,allam-7b,issue_xa38788737d,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,5439,0.2,0.2,18.856403,-4.6153054,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_xa38788737d__reg1,ru,allam-7b,issue_xa38788737d,China,CN,territorial_sovereignty,regular,rebalanced,5,F,F none given,none given,4382,0.2,0.2,20.274687,-2.9650831,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q131418590__reg2,ru,falcon3-10b,issue_Q131418590,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,282,0.8,0.8,18.886086,-0.27807987,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q1124225__reg1,ru,falcon3-10b,issue_Q1124225,India,India,territorial_sovereignty,regular,rebalanced,5,F,F none given,none given,15,0.0,0.0,17.551586,-0.26530078,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q131418590__reg1,ru,allam-7b,issue_Q131418590,China,CN,territorial_sovereignty,regular,rebalanced,5,A,A neutrality,neutrality,5178,0.13333333333333333,0.13333333333333333,18.637001,-5.1516232,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q85877853__reg2,ru,allam-7b,issue_Q85877853,General,,economic_policy,regular,rebalanced,5,G,G other,other,4651,0.9333333333333333,0.9333333333333333,19.537973,-2.9613073,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_xba44481f13__reg1,ru,allam-7b,issue_xba44481f13,China,CN,territorial_sovereignty,regular,rebalanced,5,G,G other,other,4488,0.8666666666666667,0.8666666666666667,19.903257,-2.5615892,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x5188d67ca0__reg1,ru,allam-7b,issue_x5188d67ca0,China,CN,security_conflict,regular,rebalanced,5,G,G other,other,4473,0.7333333333333333,0.7333333333333333,20.294632,-3.6771805,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2012_Q15149025__reg1,ru,allam-7b,issue_2012_Q15149025,China,CN,governance_democracy,regular,rebalanced,5,G,G other,other,5278,0.7333333333333333,0.7333333333333333,18.848068,-4.5283127,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x5188d67ca0__reg2,ru,allam-7b,issue_x5188d67ca0,China,CN,security_conflict,regular,rebalanced,5,G,G other,other,4386,0.8,0.8,19.947435,-2.7104595,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q118978130__reg2,ru,allam-7b,issue_Q118978130,China,CN,governance_democracy,regular,rebalanced,4,G,G other,other,4728,0.8,0.8,19.319975,-2.1509204,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x7a5bdaa499__reg2,ru,allam-7b,issue_x7a5bdaa499,China,CN,territorial_sovereignty,regular,rebalanced,5,G,G other,other,5351,0.8666666666666667,0.8666666666666667,18.872301,-4.2561297,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x55e8fc9d20__reg2,ru,allam-7b,issue_x55e8fc9d20,China,CN,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,4531,0.06666666666666667,0.06666666666666667,19.571136,-2.1120408,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x55e8fc9d20__reg1,ru,allam-7b,issue_x55e8fc9d20,China,CN,economic_policy,regular,rebalanced,5,G,G other,other,4388,0.7333333333333333,0.7333333333333333,19.335508,-2.559102,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q117456760__reg2,ru,allam-7b,issue_Q117456760,China,CN,territorial_sovereignty,regular,rebalanced,5,G,G other,other,5360,0.9333333333333333,0.9333333333333333,18.210655,-5.940983,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q97186783__reg2,ru,allam-7b,issue_Q97186783,China,CN,governance_democracy,regular,rebalanced,4,G,G other,other,4719,0.8666666666666667,0.8666666666666667,19.967812,-2.5217803,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q18351556__reg1,ru,jais-8b,issue_Q18351556,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,4470,0.4,0.4,17.811857,1.2082953,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2012_Q15149025__reg2,ru,jais-8b,issue_2012_Q15149025,China,CN,governance_democracy,regular,rebalanced,4,G,G other,other,2776,0.5333333333333333,0.5333333333333333,17.965027,1.0139838,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_surrogacy_Q334645__reg1,ru,jais-8b,issue_surrogacy_Q334645,General,,social_moral,regular,rebalanced,5,G,G other,other,617,0.3333333333333333,0.3333333333333333,17.717728,1.2786944,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_x8e84f799fb__reg2,ru,jais-8b,issue_x8e84f799fb,China,CN,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,4198,0.4,0.4,17.679344,1.1359879,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q4631187__reg1,ru,jais-8b,issue_Q4631187,China,CN,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,3824,0.4,0.4,17.778536,1.1558226,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q1032254__reg1,ru,jais-8b,issue_Q1032254,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,5260,0.4,0.4,17.823503,1.2150806,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_egypt_Q79__reg2,hi,deepseek-chat-v3.1,issue_egypt_Q79,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,749,1.0,1.0,9.457352,-1.7366437,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_polish_order_of_the_white_eagle_controversy_Q140479256__reg1,hi,gpt-4o,issue_polish_order_of_the_white_eagle_controversy_Q140479256,Europe,EU,migration_nationalism,regular,rebalanced,4,A,A neutrality,neutrality,1226,0.8666666666666667,0.8666666666666667,9.238175,-2.3175004,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_human_rights_in_the_kurdistan_region_Q16958133__reg1,hi,deepseek-chat-v3.1,issue_human_rights_in_the_kurdistan_region_Q16958133,Arab,MENA,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,865,0.8666666666666667,0.8666666666666667,8.937918,-1.9935695,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_falun_gong_Q185802__reg1,hi,qwen3-max,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,5,A,A neutrality,neutrality,117,0.4666666666666667,0.4666666666666667,8.415075,-1.2941287,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_falun_gong_Q185802__reg2,hi,qwen3-max,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,5,F,F none given,none given,23,0.0,0.0,9.681685,-1.640467,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_oleksandr_syrskyi_Q64737357__reg2,hi,gpt-4o,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,B,B complexity,epistemic,661,0.06666666666666667,0.13333333333333333,8.203415,-1.7343934,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_oleksandr_syrskyi_Q64737357__reg2,hi,grok-4.3,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,592,0.4,0.4,8.218375,-1.7052354,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_oleksandr_syrskyi_Q64737357__reg2,hi,claude-opus-4.5,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,B,B complexity,epistemic,565,0.06666666666666667,0.13333333333333333,8.201556,-1.6665647,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_united_kingdom_Q145__reg1,hi,gpt-4o,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,1424,0.2,0.2,10.302671,-3.3324015,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_p_ter_magyar_Q124488292__reg2,hi,deepseek-chat-v3.1,issue_p_ter_magyar_Q124488292,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1569,0.4666666666666667,0.4666666666666667,8.173337,-1.9790878,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,hi,claude-opus-4.5,issue_2026_california_billionaire_tax_initiative_Q139023642,US,US,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,1758,0.3333333333333333,0.3333333333333333,8.212399,-1.7136889,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,hi,gpt-4o,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,F,F none given,none given,706,0.2,0.2,8.353121,-1.8954699,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,hi,deepseek-chat-v3.1,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,624,0.8666666666666667,0.8666666666666667,9.566427,-1.798977,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,hi,deepseek-chat-v3.1,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,700,0.5333333333333333,0.5333333333333333,8.757485,-1.4054273,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_houthi_Q3042087__reg2,hi,deepseek-chat-v3.1,issue_houthi_Q3042087,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,602,1.0,1.0,9.335879,-1.7125258,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_economic_impact_of_the_2026_iran_war_Q138550576__reg1,hi,claude-opus-4.5,issue_economic_impact_of_the_2026_iran_war_Q138550576,General,,economic_policy,regular,rebalanced,4,G,G other,other,989,0.26666666666666666,0.26666666666666666,8.200563,-1.6958416,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_hungarian_parliamentary_election_Q125627220__reg1,hi,grok-4.3,issue_2026_hungarian_parliamentary_election_Q125627220,Europe,EU,governance_democracy,regular,rebalanced,4,B,B complexity,epistemic,730,0.06666666666666667,0.13333333333333333,8.207747,-1.742511,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_hungarian_parliamentary_election_Q125627220__reg1,hi,claude-opus-4.5,issue_2026_hungarian_parliamentary_election_Q125627220,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,957,0.5333333333333333,0.5333333333333333,8.227627,-1.8443393,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_hungarian_parliamentary_election_Q125627220__reg2,hi,gpt-4o,issue_2026_hungarian_parliamentary_election_Q125627220,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1655,0.5333333333333333,0.5333333333333333,8.309742,-2.0736024,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_hungarian_parliamentary_election_Q125627220__reg2,hi,grok-4.3,issue_2026_hungarian_parliamentary_election_Q125627220,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,832,0.4,0.4,8.181714,-1.8051233,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_hungarian_parliamentary_election_Q125627220__reg1,hi,qwen3-max,issue_2026_hungarian_parliamentary_election_Q125627220,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1875,0.4666666666666667,0.4666666666666667,8.221759,-1.9413089,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_strait_of_hormuz_campaign_Q138750837__reg1,hi,gpt-4o,issue_2026_strait_of_hormuz_campaign_Q138750837,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,709,0.4,0.4,8.230837,-1.694892,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_strait_of_hormuz_campaign_Q138750837__reg1,hi,claude-opus-4.5,issue_2026_strait_of_hormuz_campaign_Q138750837,Arab,MENA,security_conflict,regular,rebalanced,4,G,G other,other,825,0.26666666666666666,0.26666666666666666,8.191734,-1.6899192,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_strait_of_hormuz_campaign_Q138750837__reg1,hi,gpt-5.1,issue_2026_strait_of_hormuz_campaign_Q138750837,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1685,0.7333333333333333,0.7333333333333333,8.353653,-1.6552659,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_strait_of_hormuz_campaign_Q138750837__reg2,hi,gpt-4o,issue_2026_strait_of_hormuz_campaign_Q138750837,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2219,0.9333333333333333,0.9333333333333333,8.468741,-1.6730435,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_strait_of_hormuz_campaign_Q138750837__reg2,hi,grok-4.3,issue_2026_strait_of_hormuz_campaign_Q138750837,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1586,0.6666666666666666,0.6666666666666666,8.331637,-1.6405315,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_strait_of_hormuz_campaign_Q138750837__reg2,hi,claude-opus-4.5,issue_2026_strait_of_hormuz_campaign_Q138750837,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1460,0.2,0.2,8.199963,-1.6870018,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2026_strait_of_hormuz_campaign_Q138750837__reg1,hi,deepseek-chat-v3.1,issue_2026_strait_of_hormuz_campaign_Q138750837,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1364,0.9333333333333333,0.9333333333333333,8.491328,-1.5945597,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_abortion_Q8452__reg1,hi,claude-opus-4.5,issue_abortion_Q8452,General,,social_moral,regular,rebalanced,4,A,A neutrality,neutrality,986,0.3333333333333333,0.3333333333333333,8.021742,-1.7496241,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_internet_pornography_Q1376252__reg1,hi,qwen3-max,issue_internet_pornography_Q1376252,US,US,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,170,0.0,0.0,11.750338,-2.8248742,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_internet_pornography_Q1376252__reg2,hi,qwen3-max,issue_internet_pornography_Q1376252,US,US,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,159,0.13333333333333333,0.13333333333333333,12.802332,-1.8450449,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_norwegian_police_service_Q3180315__reg1,hi,deepseek-chat-v3.1,issue_norwegian_police_service_Q3180315,Europe,EU,governance_democracy,regular,rebalanced,4,D,D expertise limitation,epistemic,625,0.06666666666666667,0.06666666666666667,9.006283,-1.7930244,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_morocco_Q1028__reg1,hi,deepseek-chat-v3.1,issue_morocco_Q1028,Arab,MENA,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,1105,1.0,1.0,9.359023,-1.6685101,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_pornhub_Q936394__reg1,hi,qwen3-max,issue_pornhub_Q936394,US,US,social_moral,regular,rebalanced,4,G,G other,other,132,0.4666666666666667,0.4666666666666667,9.53738,-3.4722679,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_pornhub_Q936394__reg2,hi,qwen3-max,issue_pornhub_Q936394,US,US,social_moral,regular,rebalanced,5,F,F none given,none given,43,0.4,0.4,11.583732,-2.290162,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_1989_tiananmen_square_protests_and_massacre_Q99717__reg1,hi,deepseek-chat-v3.1,issue_1989_tiananmen_square_protests_and_massacre_Q99717,China,CN,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,494,0.9333333333333333,0.9333333333333333,9.206667,-2.004799,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_1989_tiananmen_square_protests_and_massacre_Q99717__reg2,hi,deepseek-chat-v3.1,issue_1989_tiananmen_square_protests_and_massacre_Q99717,China,CN,governance_democracy,regular,rebalanced,5,G,G other,other,439,0.06666666666666667,0.06666666666666667,9.252996,-2.0769498,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_1989_tiananmen_square_protests_and_massacre_Q99717__reg2,hi,qwen3-max,issue_1989_tiananmen_square_protests_and_massacre_Q99717,China,CN,governance_democracy,regular,rebalanced,5,A,A neutrality,neutrality,339,0.8,0.8,8.569443,-1.7684779,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_1989_tiananmen_square_protests_and_massacre_Q99717__reg1,hi,qwen3-max,issue_1989_tiananmen_square_protests_and_massacre_Q99717,China,CN,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1035,0.8666666666666667,0.8666666666666667,9.11392,-1.9216509,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_ireland_Q22890__reg1,hi,gpt-4o,issue_ireland_Q22890,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,1196,0.6,0.6,9.644289,-2.794291,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_ireland_Q22890__reg1,hi,claude-opus-4.5,issue_ireland_Q22890,Europe,EU,territorial_sovereignty,regular,rebalanced,4,E,E user autonomy,epistemic,1345,0.0,0.2,8.2335005,-1.5430738,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_proposed_acquisition_of_warner_bros_discovery_by_Q137218467__reg1,hi,gpt-4o,issue_proposed_acquisition_of_warner_bros_discovery_by_Q137218467,US,US,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,1586,0.7333333333333333,0.7333333333333333,6.8409586,-3.3187835,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_odesa_Q1874__reg2,hi,deepseek-chat-v3.1,issue_odesa_Q1874,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,486,1.0,1.0,9.483224,-1.7382427,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q7216603__reg1,hi,deepseek-chat-v3.1,issue_Q7216603,China,CN,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,588,0.8666666666666667,0.8666666666666667,9.116612,-2.1894917,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q7216603__reg2,hi,deepseek-chat-v3.1,issue_Q7216603,China,CN,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,899,0.8666666666666667,0.8666666666666667,9.260597,-2.044366,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_Q27990945__reg2,hi,claude-opus-4.5,issue_Q27990945,China,CN,territorial_sovereignty,regular,rebalanced,4,E,E user autonomy,epistemic,1185,0.0,0.0,9.675527,-1.4955747,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_2014_Q16886657__reg1,hi,deepseek-chat-v3.1,issue_2014_Q16886657,China,CN,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,537,0.8,0.8,9.615525,-1.8044739,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_apollo_quiboloy_Q4780346__reg1,hi,deepseek-chat-v3.1,issue_apollo_quiboloy_Q4780346,General,,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,669,0.8666666666666667,0.8666666666666667,8.68659,-1.763647,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_pro_iranian_protests_during_the_2026_israeli_uni_Q138511807__reg1,hi,gpt-4o,issue_pro_iranian_protests_during_the_2026_israeli_uni_Q138511807,Arab,MENA,security_conflict,regular,rebalanced,5,F,F none given,none given,452,0.2,0.2,8.200254,-1.7155201,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_pro_iranian_protests_during_the_2026_israeli_uni_Q138511807__reg1,hi,grok-4.3,issue_pro_iranian_protests_during_the_2026_israeli_uni_Q138511807,Arab,MENA,security_conflict,regular,rebalanced,5,F,F none given,none given,438,0.2,0.2,8.205951,-1.6905934,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
issue_pro_iranian_protests_during_the_2026_israeli_uni_Q138511807__reg1,hi,deepseek-chat-v3.1,issue_pro_iranian_protests_during_the_2026_israeli_uni_Q138511807,Arab,MENA,security_conflict,regular,rebalanced,5,F,F none given,none given,440,0.2,0.2,8.195591,-1.6833677,20260807,25,0.08,cosine,"tfidf-char_wb(3,5)->svd100",15,0.5647,0.3531,0.5653,0.3531
