path,file_type,tracked_status,size_bytes,scientific_role,created_by,upstream_inputs,downstream_consumers,current_status,canonical_or_supporting,reproducible,contains_unique_evidence,recommended_action,confidence,evidence,new_path,sha256_before,sha256_after
pipeline/releases/canon_006/estimates/c08_language_paired.csv,csv,tracked,29958,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d54c1853882a39dd4e2e73c68eb131d9af312d98e5d3d7a3b5727992a1ee5303,d54c1853882a39dd4e2e73c68eb131d9af312d98e5d3d7a3b5727992a1ee5303
pipeline/releases/canon_006/estimates/c09_language_by_model.csv,csv,tracked,25448,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,9cc3f5254fcca64ebf2f13e2763ade5b7ae38911f8cba39058955632eeb35f6e,9cc3f5254fcca64ebf2f13e2763ade5b7ae38911f8cba39058955632eeb35f6e
pipeline/releases/canon_006/estimates/c10_framing_paired.csv,csv,tracked,4412,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a5d6e1b01df49c595435a41b804fee4115866b4459d1f287f568c6e1d76cd291,a5d6e1b01df49c595435a41b804fee4115866b4459d1f287f568c6e1d76cd291
pipeline/releases/canon_006/estimates/c10b_framing_incomplete_blocks.csv,csv,tracked,752,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,4d71793ac3e0cbbeb636cb6f683e11eafd7ff1210b305e9f5e70c8ef9404d039,4d71793ac3e0cbbeb636cb6f683e11eafd7ff1210b305e9f5e70c8ef9404d039
pipeline/releases/canon_006/estimates/c11_framing_by_model_domain.csv,csv,tracked,12908,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b060dbda2a40bea99a882a567d1522c737ba7cb04666623251d7e54a2d488114,b060dbda2a40bea99a882a567d1522c737ba7cb04666623251d7e54a2d488114
pipeline/releases/canon_006/estimates/c12_ideology_distribution.csv,csv,tracked,23209,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ec011a466eeda9b5ce099fb9dc19ee4237ccec3d3e53579d220f65f5058d3512,ec011a466eeda9b5ce099fb9dc19ee4237ccec3d3e53579d220f65f5058d3512
pipeline/releases/canon_006/estimates/c12b_slant_coverage.csv,csv,tracked,5692,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,23269de7ffac6e318e559c76d7ebf903bc13da97d2857cee58cc909148a411c8,23269de7ffac6e318e559c76d7ebf903bc13da97d2857cee58cc909148a411c8
pipeline/releases/canon_006/estimates/c13_ideology_by_model.csv,csv,tracked,12868,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,8a3fe718a219f5fe4d91ef5d9d8d85996780b0101bcf7a790fa171918acc4335,8a3fe718a219f5fe4d91ef5d9d8d85996780b0101bcf7a790fa171918acc4335
pipeline/releases/canon_006/estimates/c14_moral_prevalence_equal_model.csv,csv,tracked,45339,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ca325b7df0f1ea0ac01331901f8995f6b44d3f9288a5111dc4d5b0dd5a9c03c4,ca325b7df0f1ea0ac01331901f8995f6b44d3f9288a5111dc4d5b0dd5a9c03c4
pipeline/releases/canon_006/estimates/c15_moral_by_model.csv,csv,tracked,10081,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1068ff6d3b9d1ff54d1fec30b848fdf5c11baf9ccc2d939755aba93b52052998,1068ff6d3b9d1ff54d1fec30b848fdf5c11baf9ccc2d939755aba93b52052998
pipeline/releases/canon_006/estimates/c16_content_joint_outcomes.csv,csv,tracked,35313,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,c913854467466b4757e8bc58d6728cfa7985b5e9c5a6691019930b6a116d683e,c913854467466b4757e8bc58d6728cfa7985b5e9c5a6691019930b6a116d683e
pipeline/releases/canon_006/estimates/c17_measurement_sensitivity.csv,csv,tracked,47221,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ce717ddca108cdf3ceeb5796d39b936286c43679c0bb8ffe0a49990d4fcc5955,ce717ddca108cdf3ceeb5796d39b936286c43679c0bb8ffe0a49990d4fcc5955
pipeline/releases/canon_006/estimates/c17b_judge_envelope.csv,csv,tracked,12047,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d5aaafe386c65d0b4ccf52847355e457757f924ad66fdd72f550749924bafddc,d5aaafe386c65d0b4ccf52847355e457757f924ad66fdd72f550749924bafddc
pipeline/releases/canon_006/estimates/c17c_judge_support.csv,csv,tracked,905,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,876f2c3b2149a6fbd60ecc3af8b8a2f043ce3de248f9813cf307b4196c97b2e3,876f2c3b2149a6fbd60ecc3af8b8a2f043ce3de248f9813cf307b4196c97b2e3
pipeline/releases/canon_006/estimates/c18_bootstrap_diagnostics.csv,csv,tracked,69494,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f9f9ddb7f9245ec9d6d733153f07db05232984e6a641e2b443bf9ed281f61cdb,f9f9ddb7f9245ec9d6d733153f07db05232984e6a641e2b443bf9ed281f61cdb
pipeline/releases/canon_006/figures/extended/ED1_judge_sensitivity.pdf,pdf,tracked,6288,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,829a07568b83a1843c80319c5048267da8c08ad2a51d6553f9d9d022136bb020,829a07568b83a1843c80319c5048267da8c08ad2a51d6553f9d9d022136bb020
pipeline/releases/canon_006/figures/extended/ED1_judge_sensitivity.png,png,tracked,166773,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b753332cfb450a2871593607912d946024dede9f5e3b1c181a68399127640d58,b753332cfb450a2871593607912d946024dede9f5e3b1c181a68399127640d58
pipeline/releases/canon_006/figures/extended/ED1_judge_sensitivity.svg,svg,tracked,19068,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,313b50dd4acd0e85855cd4bdc664ad53158f60a6f32dfe45498a5c70daa666ca,313b50dd4acd0e85855cd4bdc664ad53158f60a6f32dfe45498a5c70daa666ca
pipeline/releases/canon_006/figures/extended/ED2_sensitivity_panels.pdf,pdf,tracked,11220,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,7d4b0dd56423b56d77ec59cf20dec72af87acbf1a80edb8049d46528229d2bd8,7d4b0dd56423b56d77ec59cf20dec72af87acbf1a80edb8049d46528229d2bd8
pipeline/releases/canon_006/figures/extended/ED2_sensitivity_panels.png,png,tracked,569526,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a50ea7a5e39066575a173bd8ce5d127c3fae219b082ee4c8cd29583eb8c254a9,a50ea7a5e39066575a173bd8ce5d127c3fae219b082ee4c8cd29583eb8c254a9
pipeline/releases/canon_006/figures/extended/ED2_sensitivity_panels.svg,svg,tracked,47822,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,5a1e2164c852937850e406b22c2401f32367a58b2658e843fc8f8d384e212b5b,5a1e2164c852937850e406b22c2401f32367a58b2658e843fc8f8d384e212b5b
pipeline/releases/canon_006/figures/extended/ED3_refusal_text_projection.pdf,pdf,tracked,712366,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1c9bdea3576395f0dd5cb180792dcc36efdfcc80caaabc5ec1f4e5125c94b6b1,1c9bdea3576395f0dd5cb180792dcc36efdfcc80caaabc5ec1f4e5125c94b6b1
pipeline/releases/canon_006/figures/extended/ED3_refusal_text_projection.png,png,tracked,669595,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,0b08716f8b7aaa9c3038fd7da2fd6f26ee098cf3933d2ff2c3b10fcc192d1775,0b08716f8b7aaa9c3038fd7da2fd6f26ee098cf3933d2ff2c3b10fcc192d1775
pipeline/releases/canon_006/figures/extended/ED3_refusal_text_projection.svg,svg,tracked,1973379,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,05c8271523d4f7758db59c7997be5361afa79234f4b11dd8b99d7a6358483558,05c8271523d4f7758db59c7997be5361afa79234f4b11dd8b99d7a6358483558
pipeline/releases/canon_006/figures/extended/ED4_language_detail.pdf,pdf,tracked,9365,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,28127f5769251637c568a5e44118269fb8d05d149e096e364e495ce5b087f089,28127f5769251637c568a5e44118269fb8d05d149e096e364e495ce5b087f089
pipeline/releases/canon_006/figures/extended/ED4_language_detail.png,png,tracked,244340,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,af8f549c27ccac28b7f8e5cabbba8793be5afba954e106f295d149b3b9b07158,af8f549c27ccac28b7f8e5cabbba8793be5afba954e106f295d149b3b9b07158
pipeline/releases/canon_006/figures/extended/ED4_language_detail.svg,svg,tracked,31131,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f8a77af0a0bb22a139f9eaa7c851193463b7c19f8af3154e6fce9e7a4a793b53,f8a77af0a0bb22a139f9eaa7c851193463b7c19f8af3154e6fce9e7a4a793b53
pipeline/releases/canon_006/figures/main/Fig1_home_jurisdiction.pdf,pdf,tracked,59058,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,aacaa0888d0c4b8e55624c21a2aa5f413722281b94ec03fde19a1d19e3322c07,aacaa0888d0c4b8e55624c21a2aa5f413722281b94ec03fde19a1d19e3322c07
pipeline/releases/canon_006/figures/main/Fig1_home_jurisdiction.png,png,tracked,341934,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,af4d05b8b0750aacf4d8f8683596cbfc5dcf52dd5d36bb05766d4574c07d4094,af4d05b8b0750aacf4d8f8683596cbfc5dcf52dd5d36bb05766d4574c07d4094
pipeline/releases/canon_006/figures/main/Fig1_home_jurisdiction.svg,svg,tracked,212829,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,617c58539e4d86b3e6af5f6f1768d33957b754d651c759ab6487de354971e22b,617c58539e4d86b3e6af5f6f1768d33957b754d651c759ab6487de354971e22b
pipeline/releases/canon_006/figures/main/Fig2_language_framing.pdf,pdf,tracked,7694,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,496b40d92a802869db6538814fad581a526cb783c31de52dd29c869fac8c88a2,496b40d92a802869db6538814fad581a526cb783c31de52dd29c869fac8c88a2
pipeline/releases/canon_006/figures/main/Fig2_language_framing.png,png,tracked,311854,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,eaad0d3fcddee8261de1ddc23df29b10b1ee064bfcce67d61a07d5496540ab3d,eaad0d3fcddee8261de1ddc23df29b10b1ee064bfcce67d61a07d5496540ab3d
pipeline/releases/canon_006/figures/main/Fig2_language_framing.svg,svg,tracked,35367,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,5fc164957c923253d39c1b46aaccf70a4f9fc4dc4bd81c5412daec271860c38f,5fc164957c923253d39c1b46aaccf70a4f9fc4dc4bd81c5412daec271860c38f
pipeline/releases/canon_006/figures/main/Fig3_content.pdf,pdf,tracked,6291,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,bfad6097ddcdf5594603fe3f14ebb92f7f489ee118f04efcdaf4cbca4950d7c7,bfad6097ddcdf5594603fe3f14ebb92f7f489ee118f04efcdaf4cbca4950d7c7
pipeline/releases/canon_006/figures/main/Fig3_content.png,png,tracked,216761,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a3e64198d8cd14bc86d7886667ad80aa0112b51b0af6280154807a07c1a2f9a2,a3e64198d8cd14bc86d7886667ad80aa0112b51b0af6280154807a07c1a2f9a2
pipeline/releases/canon_006/figures/main/Fig3_content.svg,svg,tracked,17944,immutable analysis release build,unknown,unknown,pipeline/releases/canon_006/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,35ff094b9abae4a7e1bb5b8976d8b7b8d0c1b4c0ee2f7bbe87c6d46592e36ccb,35ff094b9abae4a7e1bb5b8976d8b7b8d0c1b4c0ee2f7bbe87c6d46592e36ccb
pipeline/releases/canon_007/estimates/a01_engagement_composition.csv,csv,ignored,66648,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d3bdf7e862dcf46bd80e1b60800b0a3147d473d8fae9aeb70ac547ac8fd02c2d,d3bdf7e862dcf46bd80e1b60800b0a3147d473d8fae9aeb70ac547ac8fd02c2d
pipeline/releases/canon_007/estimates/a02_refusal_rates_by_cell.csv,csv,ignored,20974,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b61bc3944d78d42d8e697ae43e4cb1c1c0e496207d9f6cd04de1a7bf7cbe5f85,b61bc3944d78d42d8e697ae43e4cb1c1c0e496207d9f6cd04de1a7bf7cbe5f85
pipeline/releases/canon_007/estimates/a03_justification_composition.csv,csv,ignored,79320,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a1944891090eea971f97f722b223b5f79f2dea08b158d051bb5e8afdce7a9877,a1944891090eea971f97f722b223b5f79f2dea08b158d051bb5e8afdce7a9877
pipeline/releases/canon_007/estimates/a04_deepseek_language_paired.csv,csv,ignored,4519,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b606ad9427b65669bcb0332cc80133448c218308e181f40b76b5f400223db4a8,b606ad9427b65669bcb0332cc80133448c218308e181f40b76b5f400223db4a8
pipeline/releases/canon_007/estimates/c00_manifest.csv,csv,ignored,29773,immutable analysis release build,unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization.,,ef9c0a605bec08f3b7f1dd6ae1bd55d36cd06c0dd85232167f8334a7b5848d66,ef9c0a605bec08f3b7f1dd6ae1bd55d36cd06c0dd85232167f8334a7b5848d66
pipeline/releases/canon_007/estimates/c00_timings.csv,csv,ignored,581,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f2bbc339310f158eb8476657fae5e9b2a7ace732b8f42a5e616267f52ba8a6ca,f2bbc339310f158eb8476657fae5e9b2a7ace732b8f42a5e616267f52ba8a6ca
pipeline/releases/canon_007/estimates/c01b_acceptance_tests.csv,csv,ignored,6095,immutable analysis release build,unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization.,,0611b18722e192530478b34fd0b68792cd2192d7594255d1d923fe3c905d6105,0611b18722e192530478b34fd0b68792cd2192d7594255d1d923fe3c905d6105
pipeline/releases/canon_007/estimates/c02_home_descriptive_english.csv,csv,ignored,24813,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,74f9ede0b5d93098fb0072694e5bdaf160bd27d0c4f2e06225ef2c6584dbabd4,74f9ede0b5d93098fb0072694e5bdaf160bd27d0c4f2e06225ef2c6584dbabd4
pipeline/releases/canon_007/estimates/c03_home_descriptive_all_languages_supplement.csv,csv,ignored,26626,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,283f2284fcbcf54f28155d822dbc1bba624f7fc024468688febd4395a720aa61,283f2284fcbcf54f28155d822dbc1bba624f7fc024468688febd4395a720aa61
pipeline/releases/canon_007/estimates/c04_home_standardized.csv,csv,ignored,23273,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2220d3db8c4455d07dd4c85f5ccf9ce0fea9b66af5e20637685432e7da5627a7,2220d3db8c4455d07dd4c85f5ccf9ce0fea9b66af5e20637685432e7da5627a7
pipeline/releases/canon_007/estimates/c05_home_by_model.csv,csv,ignored,7207,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,54c4e7e8f0fd8bb34d7dfe145447d686f959548fa38737b318e46702e836819e,54c4e7e8f0fd8bb34d7dfe145447d686f959548fa38737b318e46702e836819e
pipeline/releases/canon_007/estimates/c06_home_overlap.csv,csv,ignored,21053,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f0a2d9e230b2b53ea60ed04b268f2d95c3837246b7d35431dc1bd11197b4e3e5,f0a2d9e230b2b53ea60ed04b268f2d95c3837246b7d35431dc1bd11197b4e3e5
pipeline/releases/canon_007/estimates/c06b_common_support_diagnostics.csv,csv,ignored,727,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,75fba2396c994907d8d7320ef7b158aecbc6ea34c5e93efce8debaf5a546b086,75fba2396c994907d8d7320ef7b158aecbc6ea34c5e93efce8debaf5a546b086
pipeline/releases/canon_007/estimates/c07_home_sensitivities.csv,csv,ignored,50393,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,71bd999c5deba4cb68b5b4ecba8661e293e3a18bce7263d1e43f11e513b77003,71bd999c5deba4cb68b5b4ecba8661e293e3a18bce7263d1e43f11e513b77003
pipeline/releases/canon_007/estimates/c07b_hierarchical_marginal.csv,csv,ignored,3675,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,57b13649f45dd0a3e6b8d9556aba13a328962006bd3bd9139a5c5d8b66d85678,57b13649f45dd0a3e6b8d9556aba13a328962006bd3bd9139a5c5d8b66d85678
pipeline/releases/canon_007/estimates/c08_language_paired.csv,csv,ignored,30849,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2ae97d7a8e94c0035594558cd08fc990d341062e7170c6efb9f2f7cc156cc551,2ae97d7a8e94c0035594558cd08fc990d341062e7170c6efb9f2f7cc156cc551
pipeline/releases/canon_007/estimates/c08b_weighting_comparison.csv,csv,ignored,2174,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,cec6fbb7615d19ea1d142039894696f71e7984f6a78bcb033ce178daf85045e7,cec6fbb7615d19ea1d142039894696f71e7984f6a78bcb033ce178daf85045e7
pipeline/releases/canon_007/estimates/c09_language_by_model.csv,csv,ignored,38473,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1b3fc1392d6d9572250d5c85d7c3e64ca1892f29c4fdc2f1e4671ed2f294809c,1b3fc1392d6d9572250d5c85d7c3e64ca1892f29c4fdc2f1e4671ed2f294809c
pipeline/releases/canon_007/estimates/c10_framing_paired.csv,csv,ignored,4412,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,38cd425b78099157c66d55568f6c17d90cca27c1cf0027d6bc69d3f0276fcd5c,38cd425b78099157c66d55568f6c17d90cca27c1cf0027d6bc69d3f0276fcd5c
pipeline/releases/canon_007/estimates/c10b_framing_incomplete_blocks.csv,csv,ignored,752,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2c825dbc18096c120ed7f76adde0b0643a4272368374e8d74437a0542c63d6e0,2c825dbc18096c120ed7f76adde0b0643a4272368374e8d74437a0542c63d6e0
pipeline/releases/canon_007/estimates/c11_framing_by_model_domain.csv,csv,ignored,12924,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f5baf525c2bf204fae72a8e0f8e76f4bb89bc77f8249df40e44be3210ade09a4,f5baf525c2bf204fae72a8e0f8e76f4bb89bc77f8249df40e44be3210ade09a4
pipeline/releases/canon_007/estimates/c12_ideology_distribution.csv,csv,ignored,23328,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,21cd92746a283c8d14b13aa700269ac64dd705137ddca68cb395da5b02ed40ce,21cd92746a283c8d14b13aa700269ac64dd705137ddca68cb395da5b02ed40ce
pipeline/releases/canon_007/estimates/c12b_slant_coverage.csv,csv,ignored,5692,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,24c67ec36b9644e840ae3164e8f4073f2a49a7b0ca887192936d5fce40d4b13f,24c67ec36b9644e840ae3164e8f4073f2a49a7b0ca887192936d5fce40d4b13f
pipeline/releases/canon_007/estimates/c13_ideology_by_model.csv,csv,ignored,12868,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a6bea0a3db4e7d24692391b870fbaf6646cf133479ff7d9250e75aa102c048bb,a6bea0a3db4e7d24692391b870fbaf6646cf133479ff7d9250e75aa102c048bb
