jurisdiction,cell,n_home,n_away,n,both_arms,support_definition,canonical_run_id
CN,deepseek-chat-v3.1 | civil_rights_liberties | current-events | boundary,0,8,8,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | governance_democracy | temporal | boundary,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | governance_democracy | temporal | regular,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | migration_nationalism | current-events | boundary,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | migration_nationalism | current-events | regular,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | migration_nationalism | perennial | boundary,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | migration_nationalism | perennial | regular,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | migration_nationalism | temporal | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | migration_nationalism | temporal | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | religion_state | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | religion_state | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | religion_state | perennial | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | religion_state | perennial | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | security_conflict | current-events | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | security_conflict | current-events | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | security_conflict | perennial | boundary,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | security_conflict | perennial | regular,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | security_conflict | temporal | boundary,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | security_conflict | temporal | regular,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | social_moral | current-events | boundary,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | social_moral | current-events | regular,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | social_moral | perennial | boundary,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | social_moral | perennial | regular,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | social_moral | temporal | boundary,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | social_moral | temporal | regular,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | territorial_sovereignty | current-events | boundary,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | territorial_sovereignty | current-events | regular,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | territorial_sovereignty | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,claude-opus-4.5 | territorial_sovereignty | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | civil_rights_liberties | perennial | boundary,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | civil_rights_liberties | perennial | regular,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | civil_rights_liberties | temporal | boundary,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | civil_rights_liberties | temporal | regular,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | economic_policy | current-events | boundary,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | economic_policy | current-events | regular,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | economic_policy | perennial | boundary,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | economic_policy | perennial | regular,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | economic_policy | temporal | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | economic_policy | temporal | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | environment_energy | current-events | boundary,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | environment_energy | current-events | regular,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | environment_energy | perennial | boundary,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | environment_energy | perennial | regular,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | environment_energy | temporal | boundary,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | environment_energy | temporal | regular,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | governance_democracy | current-events | boundary,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | governance_democracy | current-events | regular,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | governance_democracy | perennial | boundary,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | governance_democracy | perennial | regular,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | governance_democracy | temporal | boundary,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | governance_democracy | temporal | regular,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | migration_nationalism | current-events | boundary,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | migration_nationalism | current-events | regular,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | migration_nationalism | perennial | boundary,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | migration_nationalism | perennial | regular,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | migration_nationalism | temporal | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | migration_nationalism | temporal | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | religion_state | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | religion_state | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | religion_state | perennial | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | religion_state | perennial | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | security_conflict | current-events | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | security_conflict | current-events | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | security_conflict | perennial | boundary,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | security_conflict | perennial | regular,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | security_conflict | temporal | boundary,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | security_conflict | temporal | regular,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | social_moral | current-events | boundary,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | social_moral | current-events | regular,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | social_moral | perennial | boundary,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | social_moral | perennial | regular,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | social_moral | temporal | boundary,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | social_moral | temporal | regular,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | territorial_sovereignty | current-events | boundary,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | territorial_sovereignty | current-events | regular,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | territorial_sovereignty | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,gemini-2.5-flash-lite | territorial_sovereignty | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | civil_rights_liberties | perennial | boundary,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | civil_rights_liberties | perennial | regular,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | civil_rights_liberties | temporal | boundary,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | civil_rights_liberties | temporal | regular,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | economic_policy | current-events | boundary,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | economic_policy | current-events | regular,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | economic_policy | perennial | boundary,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | economic_policy | perennial | regular,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | economic_policy | temporal | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | economic_policy | temporal | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | environment_energy | current-events | boundary,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | environment_energy | current-events | regular,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | environment_energy | perennial | boundary,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | environment_energy | perennial | regular,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | environment_energy | temporal | boundary,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | environment_energy | temporal | regular,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | governance_democracy | current-events | boundary,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | governance_democracy | current-events | regular,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | governance_democracy | perennial | boundary,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | governance_democracy | perennial | regular,4,57,61,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | governance_democracy | temporal | boundary,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | governance_democracy | temporal | regular,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | migration_nationalism | current-events | boundary,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | migration_nationalism | current-events | regular,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | migration_nationalism | perennial | boundary,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | migration_nationalism | perennial | regular,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | migration_nationalism | temporal | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | migration_nationalism | temporal | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | religion_state | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | religion_state | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | religion_state | perennial | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | religion_state | perennial | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | security_conflict | current-events | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | security_conflict | current-events | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | security_conflict | perennial | boundary,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | security_conflict | perennial | regular,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | security_conflict | temporal | boundary,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | security_conflict | temporal | regular,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | social_moral | current-events | boundary,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | social_moral | current-events | regular,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | social_moral | perennial | boundary,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | social_moral | perennial | regular,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | social_moral | temporal | boundary,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | social_moral | temporal | regular,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | territorial_sovereignty | current-events | boundary,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | territorial_sovereignty | current-events | regular,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,gpt-4o | territorial_sovereignty | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,gpt-4o | territorial_sovereignty | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | civil_rights_liberties | perennial | boundary,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | civil_rights_liberties | perennial | regular,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | civil_rights_liberties | temporal | boundary,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | civil_rights_liberties | temporal | regular,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | economic_policy | current-events | boundary,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | economic_policy | current-events | regular,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | economic_policy | perennial | boundary,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | economic_policy | perennial | regular,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | economic_policy | temporal | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | economic_policy | temporal | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | environment_energy | current-events | boundary,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | environment_energy | current-events | regular,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | environment_energy | perennial | boundary,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | environment_energy | perennial | regular,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | environment_energy | temporal | boundary,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | environment_energy | temporal | regular,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | governance_democracy | current-events | boundary,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | governance_democracy | current-events | regular,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | governance_democracy | perennial | boundary,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | governance_democracy | perennial | regular,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | governance_democracy | temporal | boundary,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | governance_democracy | temporal | regular,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | migration_nationalism | current-events | boundary,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | migration_nationalism | current-events | regular,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | migration_nationalism | perennial | boundary,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | migration_nationalism | perennial | regular,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | migration_nationalism | temporal | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | migration_nationalism | temporal | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | religion_state | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | religion_state | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | religion_state | perennial | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | religion_state | perennial | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | security_conflict | current-events | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | security_conflict | current-events | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | security_conflict | perennial | boundary,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | security_conflict | perennial | regular,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | security_conflict | temporal | boundary,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | security_conflict | temporal | regular,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | social_moral | current-events | boundary,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | social_moral | current-events | regular,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | social_moral | perennial | boundary,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | social_moral | perennial | regular,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | social_moral | temporal | boundary,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | social_moral | temporal | regular,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | territorial_sovereignty | current-events | boundary,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | territorial_sovereignty | current-events | regular,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | territorial_sovereignty | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,gpt-5.1 | territorial_sovereignty | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | civil_rights_liberties | perennial | boundary,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | civil_rights_liberties | perennial | regular,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | civil_rights_liberties | temporal | boundary,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | civil_rights_liberties | temporal | regular,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | economic_policy | current-events | boundary,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | economic_policy | current-events | regular,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | economic_policy | perennial | boundary,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | economic_policy | perennial | regular,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | economic_policy | temporal | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | economic_policy | temporal | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | environment_energy | current-events | boundary,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | environment_energy | current-events | regular,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | environment_energy | perennial | boundary,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | environment_energy | perennial | regular,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | environment_energy | temporal | boundary,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | environment_energy | temporal | regular,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | governance_democracy | current-events | boundary,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | governance_democracy | current-events | regular,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | governance_democracy | perennial | boundary,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | governance_democracy | perennial | regular,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | governance_democracy | temporal | boundary,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | governance_democracy | temporal | regular,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | migration_nationalism | current-events | boundary,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | migration_nationalism | current-events | regular,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | migration_nationalism | perennial | boundary,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | migration_nationalism | perennial | regular,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | migration_nationalism | temporal | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | migration_nationalism | temporal | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | religion_state | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | religion_state | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | religion_state | perennial | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | religion_state | perennial | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | security_conflict | current-events | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | security_conflict | current-events | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | security_conflict | perennial | boundary,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | security_conflict | perennial | regular,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | security_conflict | temporal | boundary,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | security_conflict | temporal | regular,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | social_moral | current-events | boundary,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | social_moral | current-events | regular,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | social_moral | perennial | boundary,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | social_moral | perennial | regular,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | social_moral | temporal | boundary,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | social_moral | temporal | regular,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | territorial_sovereignty | current-events | boundary,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | territorial_sovereignty | current-events | regular,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,grok-4.3 | territorial_sovereignty | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,grok-4.3 | territorial_sovereignty | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | civil_rights_liberties | perennial | boundary,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | civil_rights_liberties | perennial | regular,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | civil_rights_liberties | temporal | boundary,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | civil_rights_liberties | temporal | regular,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | economic_policy | current-events | boundary,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | economic_policy | current-events | regular,20,16,36,TRUE,model x domain x route_f x tier,canon_019
